genre,sample_rate,artist,length,song_name,part,file_path
blues,48000,B.B. King & Eric Clapton,12068433,Come Rain or Come Shine,4,../data/song_mels/blues/B.B. King & Eric Clapton_Come Rain or Come Shine_part4
blues,44100,B.B. King & Eric Clapton,13528064,Help the Poor,1,../data/song_mels/blues/B.B. King & Eric Clapton_Help the Poor_part1
blues,44100,B.B. King & Eric Clapton,13528064,Help the Poor,2,../data/song_mels/blues/B.B. King & Eric Clapton_Help the Poor_part2
blues,44100,B.B. King & Eric Clapton,13528064,Help the Poor,3,../data/song_mels/blues/B.B. King & Eric Clapton_Help the Poor_part3
blues,44100,B.B. King & Eric Clapton,13528064,Help the Poor,4,../data/song_mels/blues/B.B. King & Eric Clapton_Help the Poor_part4
blues,44100,B.B. King & Eric Clapton,13528064,Help the Poor,5,../data/song_mels/blues/B.B. King & Eric Clapton_Help the Poor_part5
blues,44100,B.B. King & Eric Clapton,13528064,Key to the Highway,1,../data/song_mels/blues/B.B. King & Eric Clapton_Key to the Highway_part1
blues,44100,B.B. King & Eric Clapton,13528064,Key to the Highway,2,../data/song_mels/blues/B.B. King & Eric Clapton_Key to the Highway_part2
blues,44100,B.B. King & Eric Clapton,13528064,Key to the Highway,3,../data/song_mels/blues/B.B. King & Eric Clapton_Key to the Highway_part3
blues,44100,B.B. King & Eric Clapton,13528064,Key to the Highway,4,../data/song_mels/blues/B.B. King & Eric Clapton_Key to the Highway_part4
blues,44100,B.B. King & Eric Clapton,13528064,Key to the Highway,5,../data/song_mels/blues/B.B. King & Eric Clapton_Key to the Highway_part5
blues,48000,B.B. King & Eric Clapton,12508126,Riding With the King,1,../data/song_mels/blues/B.B. King & Eric Clapton_Riding With the King_part1
blues,48000,B.B. King & Eric Clapton,12508126,Riding With the King,2,../data/song_mels/blues/B.B. King & Eric Clapton_Riding With the King_part2
blues,48000,B.B. King & Eric Clapton,12508126,Riding With the King,3,../data/song_mels/blues/B.B. King & Eric Clapton_Riding With the King_part3
blues,48000,B.B. King & Eric Clapton,12508126,Riding With the King,4,../data/song_mels/blues/B.B. King & Eric Clapton_Riding With the King_part4
blues,48000,B.B. King & Eric Clapton,13494509,Ten Long Years,1,../data/song_mels/blues/B.B. King & Eric Clapton_Ten Long Years_part1
blues,48000,B.B. King & Eric Clapton,13494509,Ten Long Years,2,../data/song_mels/blues/B.B. King & Eric Clapton_Ten Long Years_part2
blues,48000,B.B. King & Eric Clapton,13494509,Ten Long Years,3,../data/song_mels/blues/B.B. King & Eric Clapton_Ten Long Years_part3
blues,48000,B.B. King & Eric Clapton,13494509,Ten Long Years,4,../data/song_mels/blues/B.B. King & Eric Clapton_Ten Long Years_part4
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,1,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part1
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,2,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part2
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,3,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part3
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,4,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part4
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,5,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part5
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,6,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part6
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,7,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part7
blues,48000,B.B. King & Eric Clapton,24823432,Three O'Clock Blues,8,../data/song_mels/blues/B.B. King & Eric Clapton_Three O'Clock Blues_part8
blues,48000,B.B. King & Eric Clapton,12774505,Worried Life Blues,1,../data/song_mels/blues/B.B. King & Eric Clapton_Worried Life Blues_part1
blues,48000,B.B. King & Eric Clapton,12774505,Worried Life Blues,2,../data/song_mels/blues/B.B. King & Eric Clapton_Worried Life Blues_part2
blues,48000,B.B. King & Eric Clapton,12774505,Worried Life Blues,3,../data/song_mels/blues/B.B. King & Eric Clapton_Worried Life Blues_part3
blues,48000,B.B. King & Eric Clapton,12774505,Worried Life Blues,4,../data/song_mels/blues/B.B. King & Eric Clapton_Worried Life Blues_part4
blues,44100,B.B. King,6453248,Ain't Nobody Home,1,../data/song_mels/blues/B.B. King_Ain't Nobody Home_part1
blues,44100,B.B. King,6453248,Ain't Nobody Home,2,../data/song_mels/blues/B.B. King_Ain't Nobody Home_part2
blues,48000,B.B. King,15020339,How Blue Can You Get#,1,../data/song_mels/blues/B.B. King_How Blue Can You Get#_part1
blues,48000,B.B. King,15020339,How Blue Can You Get#,2,../data/song_mels/blues/B.B. King_How Blue Can You Get#_part2
blues,48000,B.B. King,15020339,How Blue Can You Get#,3,../data/song_mels/blues/B.B. King_How Blue Can You Get#_part3
blues,48000,B.B. King,15020339,How Blue Can You Get#,4,../data/song_mels/blues/B.B. King_How Blue Can You Get#_part4
blues,48000,B.B. King,15020339,How Blue Can You Get#,5,../data/song_mels/blues/B.B. King_How Blue Can You Get#_part5
blues,48000,B.B. King,7484800,Paying The Cost To Be The Boss,1,../data/song_mels/blues/B.B. King_Paying The Cost To Be The Boss_part1
blues,48000,B.B. King,7484800,Paying The Cost To Be The Boss,2,../data/song_mels/blues/B.B. King_Paying The Cost To Be The Boss_part2
blues,44100,B.B. King,17837056,Sweet Little Angel,1,../data/song_mels/blues/B.B. King_Sweet Little Angel_part1
blues,44100,B.B. King,17837056,Sweet Little Angel,2,../data/song_mels/blues/B.B. King_Sweet Little Angel_part2
blues,44100,B.B. King,17837056,Sweet Little Angel,3,../data/song_mels/blues/B.B. King_Sweet Little Angel_part3
blues,44100,B.B. King,17837056,Sweet Little Angel,4,../data/song_mels/blues/B.B. King_Sweet Little Angel_part4
blues,44100,B.B. King,17837056,Sweet Little Angel,5,../data/song_mels/blues/B.B. King_Sweet Little Angel_part5
blues,44100,B.B. King,17837056,Sweet Little Angel,6,../data/song_mels/blues/B.B. King_Sweet Little Angel_part6
blues,48000,B.B. King,15587200,The Thrill Is Gone,1,../data/song_mels/blues/B.B. King_The Thrill Is Gone_part1
blues,48000,B.B. King,15587200,The Thrill Is Gone,2,../data/song_mels/blues/B.B. King_The Thrill Is Gone_part2
blues,48000,B.B. King,15587200,The Thrill Is Gone,3,../data/song_mels/blues/B.B. King_The Thrill Is Gone_part3
blues,48000,B.B. King,15587200,The Thrill Is Gone,4,../data/song_mels/blues/B.B. King_The Thrill Is Gone_part4
blues,48000,B.B. King,15587200,The Thrill Is Gone,5,../data/song_mels/blues/B.B. King_The Thrill Is Gone_part5
blues,44100,Ben E. King,7741440,Stand By Me,1,../data/song_mels/blues/Ben E. King_Stand By Me_part1
blues,44100,Ben E. King,7741440,Stand By Me,2,../data/song_mels/blues/Ben E. King_Stand By Me_part2
blues,48000,Big Mama Thornton,8172496,Hound Dog,1,../data/song_mels/blues/Big Mama Thornton_Hound Dog_part1
blues,48000,Big Mama Thornton,8172496,Hound Dog,2,../data/song_mels/blues/Big Mama Thornton_Hound Dog_part2
blues,48000,Bill Withers,6171864,Ain't No Sunshine,1,../data/song_mels/blues/Bill Withers_Ain't No Sunshine_part1
blues,48000,Bill Withers,6171864,Ain't No Sunshine,2,../data/song_mels/blues/Bill Withers_Ain't No Sunshine_part2
blues,44100,Bo Diddley,7963648,I'm A Man,1,../data/song_mels/blues/Bo Diddley_I'm A Man_part1
blues,44100,Bo Diddley,7963648,I'm A Man,2,../data/song_mels/blues/Bo Diddley_I'm A Man_part2
blues,44100,Bo Diddley,7963648,I'm A Man,3,../data/song_mels/blues/Bo Diddley_I'm A Man_part3
blues,44100,Booker T. & the MG's,7813120,Green Onions,1,../data/song_mels/blues/Booker T. & the MG's_Green Onions_part1
blues,44100,Booker T. & the MG's,7813120,Green Onions,2,../data/song_mels/blues/Booker T. & the MG's_Green Onions_part2
blues,48000,Buddy Guy,14477549,"Damn Right, I've Got The Blues",1,"../data/song_mels/blues/Buddy Guy_Damn Right, I've Got The Blues_part1"
blues,48000,Buddy Guy,14477549,"Damn Right, I've Got The Blues",2,"../data/song_mels/blues/Buddy Guy_Damn Right, I've Got The Blues_part2"
blues,48000,Buddy Guy,14477549,"Damn Right, I've Got The Blues",3,"../data/song_mels/blues/Buddy Guy_Damn Right, I've Got The Blues_part3"
blues,48000,Buddy Guy,14477549,"Damn Right, I've Got The Blues",4,"../data/song_mels/blues/Buddy Guy_Damn Right, I've Got The Blues_part4"
blues,48000,Buddy Guy,14477549,"Damn Right, I've Got The Blues",5,"../data/song_mels/blues/Buddy Guy_Damn Right, I've Got The Blues_part5"
blues,48000,Canned Heat,9752381,On the Road Again,1,../data/song_mels/blues/Canned Heat_On the Road Again_part1
blues,48000,Canned Heat,9752381,On the Road Again,2,../data/song_mels/blues/Canned Heat_On the Road Again_part2
blues,48000,Canned Heat,9752381,On the Road Again,3,../data/song_mels/blues/Canned Heat_On the Road Again_part3
blues,44100,Elmore James,7326720,Dust My Broom,1,../data/song_mels/blues/Elmore James_Dust My Broom_part1
blues,44100,Elmore James,7326720,Dust My Broom,2,../data/song_mels/blues/Elmore James_Dust My Broom_part2
blues,44100,Elmore James,7357440,The Sky Is Crying,1,../data/song_mels/blues/Elmore James_The Sky Is Crying_part1
blues,44100,Elmore James,7357440,The Sky Is Crying,2,../data/song_mels/blues/Elmore James_The Sky Is Crying_part2
blues,48000,Eric Clapton,11348986,Change The World,1,../data/song_mels/blues/Eric Clapton_Change The World_part1
blues,48000,Eric Clapton,11348986,Change The World,2,../data/song_mels/blues/Eric Clapton_Change The World_part2
blues,48000,Eric Clapton,11348986,Change The World,3,../data/song_mels/blues/Eric Clapton_Change The World_part3
blues,48000,Eric Clapton,18293795,Cocaine,1,../data/song_mels/blues/Eric Clapton_Cocaine_part1
blues,48000,Eric Clapton,18293795,Cocaine,2,../data/song_mels/blues/Eric Clapton_Cocaine_part2
blues,48000,Eric Clapton,18293795,Cocaine,3,../data/song_mels/blues/Eric Clapton_Cocaine_part3
blues,48000,Eric Clapton,18293795,Cocaine,4,../data/song_mels/blues/Eric Clapton_Cocaine_part4
blues,48000,Eric Clapton,18293795,Cocaine,5,../data/song_mels/blues/Eric Clapton_Cocaine_part5
blues,48000,Eric Clapton,18293795,Cocaine,6,../data/song_mels/blues/Eric Clapton_Cocaine_part6
blues,48000,Eric Clapton,12651520,I Shot The Sheriff,1,../data/song_mels/blues/Eric Clapton_I Shot The Sheriff_part1
blues,48000,Eric Clapton,12651520,I Shot The Sheriff,2,../data/song_mels/blues/Eric Clapton_I Shot The Sheriff_part2
blues,48000,Eric Clapton,12651520,I Shot The Sheriff,3,../data/song_mels/blues/Eric Clapton_I Shot The Sheriff_part3
blues,48000,Eric Clapton,12651520,I Shot The Sheriff,4,../data/song_mels/blues/Eric Clapton_I Shot The Sheriff_part4
blues,48000,Eric Clapton,23120945,Layla,1,../data/song_mels/blues/Eric Clapton_Layla_part1
blues,48000,Eric Clapton,23120945,Layla,2,../data/song_mels/blues/Eric Clapton_Layla_part2
blues,48000,Eric Clapton,23120945,Layla,3,../data/song_mels/blues/Eric Clapton_Layla_part3
blues,48000,Eric Clapton,23120945,Layla,4,../data/song_mels/blues/Eric Clapton_Layla_part4
blues,48000,Eric Clapton,23120945,Layla,5,../data/song_mels/blues/Eric Clapton_Layla_part5
blues,48000,Eric Clapton,23120945,Layla,6,../data/song_mels/blues/Eric Clapton_Layla_part6
blues,48000,Eric Clapton,23120945,Layla,7,../data/song_mels/blues/Eric Clapton_Layla_part7
blues,48000,Eric Clapton,23120945,Layla,8,../data/song_mels/blues/Eric Clapton_Layla_part8
blues,48000,Eric Clapton,18482713,Old Love,1,../data/song_mels/blues/Eric Clapton_Old Love_part1
blues,48000,Eric Clapton,18482713,Old Love,2,../data/song_mels/blues/Eric Clapton_Old Love_part2
blues,48000,Eric Clapton,18482713,Old Love,3,../data/song_mels/blues/Eric Clapton_Old Love_part3
blues,48000,Eric Clapton,18482713,Old Love,4,../data/song_mels/blues/Eric Clapton_Old Love_part4
blues,48000,Eric Clapton,18482713,Old Love,5,../data/song_mels/blues/Eric Clapton_Old Love_part5
blues,48000,Eric Clapton,18482713,Old Love,6,../data/song_mels/blues/Eric Clapton_Old Love_part6
blues,48000,Eric Clapton,13195251,Tears in Heaven,1,../data/song_mels/blues/Eric Clapton_Tears in Heaven_part1
blues,48000,Eric Clapton,13195251,Tears in Heaven,2,../data/song_mels/blues/Eric Clapton_Tears in Heaven_part2
blues,48000,Eric Clapton,13195251,Tears in Heaven,3,../data/song_mels/blues/Eric Clapton_Tears in Heaven_part3
blues,48000,Eric Clapton,13195251,Tears in Heaven,4,../data/song_mels/blues/Eric Clapton_Tears in Heaven_part4
blues,48000,Eric Clapton,17806734,Wonderful Tonight,1,../data/song_mels/blues/Eric Clapton_Wonderful Tonight_part1
blues,48000,Eric Clapton,17806734,Wonderful Tonight,2,../data/song_mels/blues/Eric Clapton_Wonderful Tonight_part2
blues,48000,Eric Clapton,17806734,Wonderful Tonight,3,../data/song_mels/blues/Eric Clapton_Wonderful Tonight_part3
blues,48000,Eric Clapton,17806734,Wonderful Tonight,4,../data/song_mels/blues/Eric Clapton_Wonderful Tonight_part4
blues,48000,Eric Clapton,17806734,Wonderful Tonight,5,../data/song_mels/blues/Eric Clapton_Wonderful Tonight_part5
blues,48000,Eric Clapton,17806734,Wonderful Tonight,6,../data/song_mels/blues/Eric Clapton_Wonderful Tonight_part6
blues,48000,Etta James,8625280,At Last,1,../data/song_mels/blues/Etta James_At Last_part1
blues,48000,Etta James,8625280,At Last,2,../data/song_mels/blues/Etta James_At Last_part2
blues,44100,Etta James,6910976,I'd Rather Go Blind,1,../data/song_mels/blues/Etta James_I'd Rather Go Blind_part1
blues,44100,Etta James,6910976,I'd Rather Go Blind,2,../data/song_mels/blues/Etta James_I'd Rather Go Blind_part2
blues,48000,Gary Moore,25901210,Parisienne Walkways,1,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part1
blues,48000,Gary Moore,25901210,Parisienne Walkways,2,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part2
blues,48000,Gary Moore,25901210,Parisienne Walkways,3,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part3
blues,48000,Gary Moore,25901210,Parisienne Walkways,4,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part4
blues,48000,Gary Moore,25901210,Parisienne Walkways,5,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part5
blues,48000,Gary Moore,25901210,Parisienne Walkways,6,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part6
blues,48000,Gary Moore,25901210,Parisienne Walkways,7,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part7
blues,48000,Gary Moore,25901210,Parisienne Walkways,8,../data/song_mels/blues/Gary Moore_Parisienne Walkways_part8
blues,48000,Gary Moore,19525382,Still Got the Blues,1,../data/song_mels/blues/Gary Moore_Still Got the Blues_part1
blues,48000,Gary Moore,19525382,Still Got the Blues,2,../data/song_mels/blues/Gary Moore_Still Got the Blues_part2
blues,48000,Gary Moore,19525382,Still Got the Blues,3,../data/song_mels/blues/Gary Moore_Still Got the Blues_part3
blues,48000,Gary Moore,19525382,Still Got the Blues,4,../data/song_mels/blues/Gary Moore_Still Got the Blues_part4
blues,48000,Gary Moore,19525382,Still Got the Blues,5,../data/song_mels/blues/Gary Moore_Still Got the Blues_part5
blues,48000,Gary Moore,19525382,Still Got the Blues,6,../data/song_mels/blues/Gary Moore_Still Got the Blues_part6
blues,48000,Howlin' Wolf,8051566,Killing Floor,1,../data/song_mels/blues/Howlin' Wolf_Killing Floor_part1
blues,48000,Howlin' Wolf,8051566,Killing Floor,2,../data/song_mels/blues/Howlin' Wolf_Killing Floor_part2
blues,44100,Howlin' Wolf,8310784,Smokestack Lightnin',1,../data/song_mels/blues/Howlin' Wolf_Smokestack Lightnin'_part1
blues,44100,Howlin' Wolf,8310784,Smokestack Lightnin',2,../data/song_mels/blues/Howlin' Wolf_Smokestack Lightnin'_part2
blues,44100,Howlin' Wolf,8310784,Smokestack Lightnin',3,../data/song_mels/blues/Howlin' Wolf_Smokestack Lightnin'_part3
blues,48000,Howlin' Wolf,8013114,Spoonful,1,../data/song_mels/blues/Howlin' Wolf_Spoonful_part1
blues,48000,Howlin' Wolf,8013114,Spoonful,2,../data/song_mels/blues/Howlin' Wolf_Spoonful_part2
blues,48000,J.J. Cale,8582096,Cocaine,1,../data/song_mels/blues/J.J. Cale_Cocaine_part1
blues,48000,J.J. Cale,8582096,Cocaine,2,../data/song_mels/blues/J.J. Cale_Cocaine_part2
blues,48000,Janis Joplin,12668622,Kozmic Blues,1,../data/song_mels/blues/Janis Joplin_Kozmic Blues_part1
blues,48000,Janis Joplin,12668622,Kozmic Blues,2,../data/song_mels/blues/Janis Joplin_Kozmic Blues_part2
blues,48000,Janis Joplin,12668622,Kozmic Blues,3,../data/song_mels/blues/Janis Joplin_Kozmic Blues_part3
blues,48000,Janis Joplin,12668622,Kozmic Blues,4,../data/song_mels/blues/Janis Joplin_Kozmic Blues_part4
blues,48000,Janis Joplin,13056488,Me and Bobby McGee,1,../data/song_mels/blues/Janis Joplin_Me and Bobby McGee_part1
blues,48000,Janis Joplin,13056488,Me and Bobby McGee,2,../data/song_mels/blues/Janis Joplin_Me and Bobby McGee_part2
blues,48000,Janis Joplin,13056488,Me and Bobby McGee,3,../data/song_mels/blues/Janis Joplin_Me and Bobby McGee_part3
blues,48000,Janis Joplin,13056488,Me and Bobby McGee,4,../data/song_mels/blues/Janis Joplin_Me and Bobby McGee_part4
blues,44100,Janis Joplin,10768384,Piece of My Heart,1,../data/song_mels/blues/Janis Joplin_Piece of My Heart_part1
blues,44100,Janis Joplin,10768384,Piece of My Heart,2,../data/song_mels/blues/Janis Joplin_Piece of My Heart_part2
blues,44100,Janis Joplin,10768384,Piece of My Heart,3,../data/song_mels/blues/Janis Joplin_Piece of My Heart_part3
blues,44100,Janis Joplin,10768384,Piece of My Heart,4,../data/song_mels/blues/Janis Joplin_Piece of My Heart_part4
blues,44100,Janis Joplin,12440576,Summertime,1,../data/song_mels/blues/Janis Joplin_Summertime_part1
blues,44100,Janis Joplin,12440576,Summertime,2,../data/song_mels/blues/Janis Joplin_Summertime_part2
blues,44100,Janis Joplin,12440576,Summertime,3,../data/song_mels/blues/Janis Joplin_Summertime_part3
blues,44100,Janis Joplin,12440576,Summertime,4,../data/song_mels/blues/Janis Joplin_Summertime_part4
blues,44100,Jimi Hendrix,42345472,Red House,1,../data/song_mels/blues/Jimi Hendrix_Red House_part1
blues,44100,Jimi Hendrix,42345472,Red House,2,../data/song_mels/blues/Jimi Hendrix_Red House_part2
blues,44100,Jimi Hendrix,42345472,Red House,3,../data/song_mels/blues/Jimi Hendrix_Red House_part3
blues,44100,Jimi Hendrix,42345472,Red House,4,../data/song_mels/blues/Jimi Hendrix_Red House_part4
blues,44100,Jimi Hendrix,42345472,Red House,5,../data/song_mels/blues/Jimi Hendrix_Red House_part5
blues,44100,Jimi Hendrix,42345472,Red House,6,../data/song_mels/blues/Jimi Hendrix_Red House_part6
blues,44100,Jimi Hendrix,42345472,Red House,7,../data/song_mels/blues/Jimi Hendrix_Red House_part7
blues,44100,Jimi Hendrix,42345472,Red House,8,../data/song_mels/blues/Jimi Hendrix_Red House_part8
blues,44100,Jimi Hendrix,42345472,Red House,9,../data/song_mels/blues/Jimi Hendrix_Red House_part9
blues,44100,Jimi Hendrix,42345472,Red House,10,../data/song_mels/blues/Jimi Hendrix_Red House_part10
blues,44100,Jimi Hendrix,42345472,Red House,11,../data/song_mels/blues/Jimi Hendrix_Red House_part11
blues,44100,Jimi Hendrix,42345472,Red House,12,../data/song_mels/blues/Jimi Hendrix_Red House_part12
blues,44100,Jimi Hendrix,42345472,Red House,13,../data/song_mels/blues/Jimi Hendrix_Red House_part13
blues,44100,Jimi Hendrix,42345472,Red House,14,../data/song_mels/blues/Jimi Hendrix_Red House_part14
blues,44100,Jimi Hendrix,42345472,Red House,15,../data/song_mels/blues/Jimi Hendrix_Red House_part15
blues,44100,Jimi Hendrix,42345472,Red House,16,../data/song_mels/blues/Jimi Hendrix_Red House_part16
blues,44100,Jimi Hendrix,9483264,The Wind Cries Mary,1,../data/song_mels/blues/Jimi Hendrix_The Wind Cries Mary_part1
blues,44100,Jimi Hendrix,9483264,The Wind Cries Mary,2,../data/song_mels/blues/Jimi Hendrix_The Wind Cries Mary_part2
blues,44100,Jimi Hendrix,9483264,The Wind Cries Mary,3,../data/song_mels/blues/Jimi Hendrix_The Wind Cries Mary_part3
blues,48000,Joe Bonamassa,21129600,Blues Deluxe,1,../data/song_mels/blues/Joe Bonamassa_Blues Deluxe_part1
blues,48000,Joe Bonamassa,21129600,Blues Deluxe,2,../data/song_mels/blues/Joe Bonamassa_Blues Deluxe_part2
blues,48000,Joe Bonamassa,21129600,Blues Deluxe,3,../data/song_mels/blues/Joe Bonamassa_Blues Deluxe_part3
blues,48000,Joe Bonamassa,21129600,Blues Deluxe,4,../data/song_mels/blues/Joe Bonamassa_Blues Deluxe_part4
blues,48000,Joe Bonamassa,21129600,Blues Deluxe,5,../data/song_mels/blues/Joe Bonamassa_Blues Deluxe_part5
blues,48000,Joe Bonamassa,21129600,Blues Deluxe,6,../data/song_mels/blues/Joe Bonamassa_Blues Deluxe_part6
blues,48000,Joe Bonamassa,21129600,Blues Deluxe,7,../data/song_mels/blues/Joe Bonamassa_Blues Deluxe_part7
blues,44100,Joe Cocker,13768704,With A Little Help From My Friends,1,../data/song_mels/blues/Joe Cocker_With A Little Help From My Friends_part1
blues,44100,Joe Cocker,13768704,With A Little Help From My Friends,2,../data/song_mels/blues/Joe Cocker_With A Little Help From My Friends_part2
blues,44100,Joe Cocker,13768704,With A Little Help From My Friends,3,../data/song_mels/blues/Joe Cocker_With A Little Help From My Friends_part3
blues,44100,Joe Cocker,13768704,With A Little Help From My Friends,4,../data/song_mels/blues/Joe Cocker_With A Little Help From My Friends_part4
blues,44100,Joe Cocker,13768704,With A Little Help From My Friends,5,../data/song_mels/blues/Joe Cocker_With A Little Help From My Friends_part5
blues,48000,Joe Cocker,12463543,You Can Leave Your Hat On,1,../data/song_mels/blues/Joe Cocker_You Can Leave Your Hat On_part1
blues,48000,Joe Cocker,12463543,You Can Leave Your Hat On,2,../data/song_mels/blues/Joe Cocker_You Can Leave Your Hat On_part2
blues,48000,Joe Cocker,12463543,You Can Leave Your Hat On,3,../data/song_mels/blues/Joe Cocker_You Can Leave Your Hat On_part3
blues,48000,Joe Cocker,12463543,You Can Leave Your Hat On,4,../data/song_mels/blues/Joe Cocker_You Can Leave Your Hat On_part4
blues,44100,John Lee Hooker,6799360,Boom Boom,1,../data/song_mels/blues/John Lee Hooker_Boom Boom_part1
blues,44100,John Lee Hooker,6799360,Boom Boom,2,../data/song_mels/blues/John Lee Hooker_Boom Boom_part2
blues,44100,John Lee Hooker,9133056,Dimples,1,../data/song_mels/blues/John Lee Hooker_Dimples_part1
blues,44100,John Lee Hooker,9133056,Dimples,2,../data/song_mels/blues/John Lee Hooker_Dimples_part2
blues,44100,John Lee Hooker,9133056,Dimples,3,../data/song_mels/blues/John Lee Hooker_Dimples_part3
blues,48000,John Lee Hooker,7736146,I'm In The Mood,1,../data/song_mels/blues/John Lee Hooker_I'm In The Mood_part1
blues,48000,John Lee Hooker,7736146,I'm In The Mood,2,../data/song_mels/blues/John Lee Hooker_I'm In The Mood_part2
blues,44100,John Lee Hooker,8816640,"One Bourbon, One Scotch, One Beer",1,"../data/song_mels/blues/John Lee Hooker_One Bourbon, One Scotch, One Beer_part1"
blues,44100,John Lee Hooker,8816640,"One Bourbon, One Scotch, One Beer",2,"../data/song_mels/blues/John Lee Hooker_One Bourbon, One Scotch, One Beer_part2"
blues,44100,John Lee Hooker,8816640,"One Bourbon, One Scotch, One Beer",3,"../data/song_mels/blues/John Lee Hooker_One Bourbon, One Scotch, One Beer_part3"
blues,48000,John Mayer,27999365,Gravity,1,../data/song_mels/blues/John Mayer_Gravity_part1
blues,48000,John Mayer,27999365,Gravity,2,../data/song_mels/blues/John Mayer_Gravity_part2
blues,48000,John Mayer,27999365,Gravity,3,../data/song_mels/blues/John Mayer_Gravity_part3
blues,48000,John Mayer,27999365,Gravity,4,../data/song_mels/blues/John Mayer_Gravity_part4
blues,48000,John Mayer,27999365,Gravity,5,../data/song_mels/blues/John Mayer_Gravity_part5
blues,48000,John Mayer,27999365,Gravity,6,../data/song_mels/blues/John Mayer_Gravity_part6
blues,48000,John Mayer,27999365,Gravity,7,../data/song_mels/blues/John Mayer_Gravity_part7
blues,48000,John Mayer,27999365,Gravity,8,../data/song_mels/blues/John Mayer_Gravity_part8
blues,48000,John Mayer,27999365,Gravity,9,../data/song_mels/blues/John Mayer_Gravity_part9
blues,48000,John Mayer,17876393,Slow Dancing in a Burning Room,1,../data/song_mels/blues/John Mayer_Slow Dancing in a Burning Room_part1
blues,48000,John Mayer,17876393,Slow Dancing in a Burning Room,2,../data/song_mels/blues/John Mayer_Slow Dancing in a Burning Room_part2
blues,48000,John Mayer,17876393,Slow Dancing in a Burning Room,3,../data/song_mels/blues/John Mayer_Slow Dancing in a Burning Room_part3
blues,48000,John Mayer,17876393,Slow Dancing in a Burning Room,4,../data/song_mels/blues/John Mayer_Slow Dancing in a Burning Room_part4
blues,48000,John Mayer,17876393,Slow Dancing in a Burning Room,5,../data/song_mels/blues/John Mayer_Slow Dancing in a Burning Room_part5
blues,48000,John Mayer,17876393,Slow Dancing in a Burning Room,6,../data/song_mels/blues/John Mayer_Slow Dancing in a Burning Room_part6
blues,48000,Led Zeppelin,21319113,Since I've Been Loving You,1,../data/song_mels/blues/Led Zeppelin_Since I've Been Loving You_part1
blues,48000,Led Zeppelin,21319113,Since I've Been Loving You,2,../data/song_mels/blues/Led Zeppelin_Since I've Been Loving You_part2
blues,48000,Led Zeppelin,21319113,Since I've Been Loving You,3,../data/song_mels/blues/Led Zeppelin_Since I've Been Loving You_part3
blues,48000,Led Zeppelin,21319113,Since I've Been Loving You,4,../data/song_mels/blues/Led Zeppelin_Since I've Been Loving You_part4
blues,48000,Led Zeppelin,21319113,Since I've Been Loving You,5,../data/song_mels/blues/Led Zeppelin_Since I've Been Loving You_part5
blues,48000,Led Zeppelin,21319113,Since I've Been Loving You,6,../data/song_mels/blues/Led Zeppelin_Since I've Been Loving You_part6
blues,48000,Led Zeppelin,21319113,Since I've Been Loving You,7,../data/song_mels/blues/Led Zeppelin_Since I've Been Loving You_part7
blues,44100,Lightnin' Hopkins,9000960,Baby Please Don't Go,1,../data/song_mels/blues/Lightnin' Hopkins_Baby Please Don't Go_part1
blues,44100,Lightnin' Hopkins,9000960,Baby Please Don't Go,2,../data/song_mels/blues/Lightnin' Hopkins_Baby Please Don't Go_part2
blues,44100,Lightnin' Hopkins,9000960,Baby Please Don't Go,3,../data/song_mels/blues/Lightnin' Hopkins_Baby Please Don't Go_part3
blues,48000,Little Walter,7415154,My Babe,1,../data/song_mels/blues/Little Walter_My Babe_part1
blues,48000,Little Walter,7415154,My Babe,2,../data/song_mels/blues/Little Walter_My Babe_part2
blues,48000,Louis Armstrong,6603198,What a Wonderful World,1,../data/song_mels/blues/Louis Armstrong_What a Wonderful World_part1
blues,48000,Louis Armstrong,6603198,What a Wonderful World,2,../data/song_mels/blues/Louis Armstrong_What a Wonderful World_part2
